omegacsd_FAHXIV,rmsd126-opt.mol,8.897902444005013e-05
omegacsd_FAHXIV,rmsd118-opt.mol,4.5732129365205765e-05
omegacsd_FAHXIV,rmsd149-opt.mol,4.3084146454930305e-05
omegacsd_FAHXIV,rmsd104-opt.mol,4.416517913341522e-05
omegacsd_FAHXIV,rmsd150-opt.mol,4.317890852689743e-05
omegacsd_FAHXIV,rmsd132-opt.mol,4.17840201407671e-05
omegacsd_FAHXIV,rmsd151-opt.mol,4.2275991290807724e-05
omegacsd_FAHXIV,rmsd201-opt.mol,4.3269945308566093e-05
omegacsd_FAHXIV,rmsd42-opt.mol,4.317006096243858e-05
omegacsd_FAHXIV,rmsd189-opt.mol,4.187389276921749e-05
astex_1tow,rmsd103-opt.mol,4.62639145553112e-05
astex_1tow,rmsd160-opt.mol,3.9771897718310356e-05
astex_1tow,rmsd102-opt.mol,3.591109998524189e-05
astex_1tow,rmsd110-opt.mol,4.194490611553192e-05
astex_1tow,rmsd186-opt.mol,4.669209010899067e-05
astex_1tow,rmsd109-opt.mol,4.371092654764652e-05
astex_1tow,rmsd154-opt.mol,3.9158156141638756e-05
astex_1tow,rmsd155-opt.mol,3.799400292336941e-05
astex_1tow,rmsd187-opt.mol,4.184478893876076e-05
astex_1tow,rmsd158-opt.mol,4.208507016301155e-05
omegacsd_DUMTAG,rmsd124-opt.mol,4.6496978029608727e-05
omegacsd_DUMTAG,rmsd100-opt.mol,5.24609349668026e-05
omegacsd_DUMTAG,rmsd110-opt.mol,4.908698610961437e-05
omegacsd_DUMTAG,rmsd18-opt.mol,4.867813549935818e-05
omegacsd_DUMTAG,rmsd182-opt.mol,5.037104710936546e-05
omegacsd_DUMTAG,rmsd140-opt.mol,4.963809624314308e-05
omegacsd_DUMTAG,rmsd128-opt.mol,4.88930381834507e-05
omegacsd_DUMTAG,rmsd117-opt.mol,4.858500324189663e-05
omegacsd_DUMTAG,rmsd116-opt.mol,4.841596819460392e-05
omegacsd_DUMTAG,rmsd120-opt.mol,4.9001071602106094e-05
omegacsd_SAVYET,rmsd157-opt.mol,3.7519028410315514e-05
omegacsd_SAVYET,rmsd161-opt.mol,3.868597559630871e-05
omegacsd_SAVYET,rmsd169-opt.mol,3.5112956538796425e-05
omegacsd_SAVYET,rmsd162-opt.mol,3.5092001780867577e-05
omegacsd_SAVYET,rmsd159-opt.mol,3.45699954777956e-05
omegacsd_SAVYET,rmsd200-opt.mol,3.4596072509884834e-05
omegacsd_SAVYET,rmsd132-opt.mol,3.622821532189846e-05
omegacsd_SAVYET,rmsd129-opt.mol,4.089600406587124e-05
omegacsd_SAVYET,rmsd116-opt.mol,4.0584011003375053e-05
omegacsd_SAVYET,rmsd91-opt.mol,4.026689566671848e-05
omegacsd_COKBOT,rmsd178-opt.mol,9.172782301902771e-05
omegacsd_COKBOT,rmsd60-opt.mol,5.6440941989421844e-05
