mol,geom,seconds
omegacsd_FOLYIO,rmsd5-opt,31422.46
omegacsd_FOLYIO,rmsd62-opt,31573.632
omegacsd_FOPMIG,rmsd22-opt,21637.615
omegacsd_FOPMIG,rmsd23-opt,21709.701
omegacsd_FOPMIG,rmsd24-opt,21677.135
omegacsd_FOPMIG,rmsd25-opt,21406.906
omegacsd_FOPMIG,rmsd26-opt,21592.965
omegacsd_FOPMIG,rmsd27-opt,21409.578
omegacsd_FOPMIG,rmsd28-opt,21688.734
omegacsd_FOPMIG,rmsd29-opt,21506.871
omegacsd_FOPMIG,rmsd31-opt,21703.878
omegacsd_FOPMIG,rmsd32-opt,21536.47
omegacsd_FUPFIF,rmsd18-opt,20889.643
omegacsd_FUPFIF,rmsd48-opt,20835.459
omegacsd_FUPFIF,rmsd49-opt,21381.439
omegacsd_FUPFIF,rmsd50-opt,21214.889
omegacsd_FUPFIF,rmsd53-opt,21868.945
omegacsd_FUPFIF,rmsd58-opt,20692.415
omegacsd_FUPFIF,rmsd59-opt,21184.152
omegacsd_FUPFIF,rmsd60-opt,21911.628
omegacsd_FUPFIF,rmsd61-opt,21275.001
omegacsd_FUPFIF,rmsd7-opt,21363.767
omegacsd_GALMOV,rmsd104-opt,28988.626
omegacsd_GALMOV,rmsd105-opt,28346.743
omegacsd_GALMOV,rmsd106-opt,28333.404
omegacsd_GALMOV,rmsd107-opt,29275.98
omegacsd_GALMOV,rmsd10-opt,28808.234
omegacsd_GALMOV,rmsd113-opt,28573.037
omegacsd_GALMOV,rmsd114-opt,28788.409
omegacsd_GALMOV,rmsd154-opt,28170.301
omegacsd_GALMOV,rmsd156-opt,26361.935
omegacsd_GEKWAU,rmsd122-opt,15244.347
omegacsd_GEKWAU,rmsd123-opt,15457.886
omegacsd_GEKWAU,rmsd12-opt,15341.762
omegacsd_GEKWAU,rmsd131-opt,15759.958
omegacsd_GEKWAU,rmsd155-opt,15434.256
omegacsd_GEKWAU,rmsd238-opt,15757.634
omegacsd_GEKWAU,rmsd39-opt,16129.326
omegacsd_GEKWAU,rmsd67-opt,15489.329
omegacsd_GEKWAU,rmsd79-opt,15523.048
omegacsd_GEKWAU,rmsd85-opt,15317.302
omegacsd_HEPYAC,rmsd103-opt,34402.313
omegacsd_HEPYAC,rmsd104-opt,34319.68
omegacsd_HEPYAC,rmsd141-opt,39097.679
omegacsd_HEPYAC,rmsd176-opt,33340.092
omegacsd_HEPYAC,rmsd192-opt,34213.676
omegacsd_HEPYAC,rmsd193-opt,35749.604
omegacsd_HEPYAC,rmsd247-opt,36364.144
omegacsd_HEVJAT,rmsd100-opt,21951.653
omegacsd_HEVJAT,rmsd103-opt,22243.407
omegacsd_HEVJAT,rmsd106-opt,22430.841
omegacsd_HEVJAT,rmsd107-opt,21964.293
omegacsd_HEVJAT,rmsd109-opt,21924.071
omegacsd_HEVJAT,rmsd10-opt,22127.542
omegacsd_HEVJAT,rmsd148-opt,22003.039
omegacsd_HEVJAT,rmsd153-opt,21769.872
omegacsd_HEVJAT,rmsd158-opt,22641.25
omegacsd_HEVJAT,rmsd1-opt,22697.05
omegacsd_JUBJOF,rmsd114-opt,13305.196
omegacsd_JUBJOF,rmsd142-opt,13575.565
omegacsd_JUBJOF,rmsd145-opt,13765.92
omegacsd_JUBJOF,rmsd158-opt,13633.565
omegacsd_JUBJOF,rmsd17-opt,13685.828
omegacsd_JUBJOF,rmsd185-opt,13421.541
omegacsd_JUBJOF,rmsd192-opt,13491.891
omegacsd_JUBJOF,rmsd198-opt,13690.939
omegacsd_JUBJOF,rmsd1-opt,13426.85
omegacsd_JUBJOF,rmsd233-opt,13847.965
omegacsd_KEMHOZ,rmsd16-opt,28675.183
omegacsd_KEMHOZ,rmsd19-opt,28201.181
omegacsd_KEMHOZ,rmsd1-opt,28988.199
omegacsd_KEMHOZ,rmsd20-opt,28686.042
omegacsd_KEMHOZ,rmsd21-opt,28656.998
omegacsd_KEMHOZ,rmsd22-opt,28450.253
omegacsd_KEMHOZ,rmsd23-opt,28763.151
omegacsd_KEMHOZ,rmsd24-opt,28444.841
omegacsd_KEMHOZ,rmsd2-opt,28516.61
omegacsd_PEPHEX,rmsd146-opt,25582.155
omegacsd_PEPHEX,rmsd155-opt,25748.966
omegacsd_PEPHEX,rmsd156-opt,24627.44
omegacsd_PEPHEX,rmsd174-opt,25325.229
omegacsd_PEPHEX,rmsd189-opt,26568.407
omegacsd_PEPHEX,rmsd190-opt,29507.166
omegacsd_PEPHEX,rmsd19-opt,26629.028
omegacsd_PEPHEX,rmsd20-opt,26538.12
omegacsd_PEPHEX,rmsd90-opt,25399.244
omegacsd_PONXUL,rmsd127-opt,27784.514
omegacsd_PONXUL,rmsd149-opt,26464.079
omegacsd_PONXUL,rmsd151-opt,24128.205
omegacsd_PONXUL,rmsd219-opt,28032.739
omegacsd_PONXUL,rmsd229-opt,29192.732
omegacsd_PONXUL,rmsd249-opt,28283.813
omegacsd_PONXUL,rmsd30-opt,26866.112
omegacsd_PONXUL,rmsd49-opt,29297.584
omegacsd_PONXUL,rmsd71-opt,24986.373
omegacsd_SAGWOM,rmsd104-opt,10655.537
omegacsd_SAGWOM,rmsd111-opt,10838.769
omegacsd_SAGWOM,rmsd141-opt,10701.722
omegacsd_SAGWOM,rmsd176-opt,10956.448
omegacsd_SAGWOM,rmsd178-opt,10589.527
omegacsd_SAGWOM,rmsd19-opt,10199.791
omegacsd_SAGWOM,rmsd41-opt,10091.925
omegacsd_SAGWOM,rmsd45-opt,10788.627
omegacsd_SAGWOM,rmsd84-opt,11062.66
omegacsd_SAGWOM,rmsd93-opt,11247.639
omegacsd_SAWZUL,rmsd145-opt,32304.38
omegacsd_SAWZUL,rmsd160-opt,31849.583
omegacsd_SAWZUL,rmsd16-opt,31910.644
omegacsd_SAWZUL,rmsd173-opt,33609.046
omegacsd_SAWZUL,rmsd174-opt,33857.197
omegacsd_SAWZUL,rmsd197-opt,34457.248
omegacsd_SAWZUL,rmsd214-opt,33245.476
omegacsd_SIHGIZ,rmsd107-opt,20502.773
omegacsd_SIHGIZ,rmsd12-opt,22653.295
omegacsd_SIHGIZ,rmsd155-opt,22480.26
omegacsd_SIHGIZ,rmsd162-opt,19877.962
omegacsd_SIHGIZ,rmsd164-opt,22557.063
omegacsd_SIHGIZ,rmsd190-opt,21255.232
omegacsd_SIHGIZ,rmsd50-opt,22371.66
omegacsd_SIHGIZ,rmsd51-opt,24010.461
omegacsd_SIHGIZ,rmsd5-opt,22711.159
omegacsd_SIHGIZ,rmsd93-opt,23159.196
omegacsd_SUKPET,rmsd101-opt,44718.979
omegacsd_SUKPET,rmsd109-opt,42259.279
omegacsd_SUKPET,rmsd180-opt,45692.654
omegacsd_SUKPET,rmsd196-opt,44719.199
omegacsd_SUKPET,rmsd202-opt,44172.264
omegacsd_TAZXAT,rmsd100-opt,24960.254
omegacsd_TAZXAT,rmsd104-opt,25279.458
omegacsd_TAZXAT,rmsd115-opt,24496.153
omegacsd_TAZXAT,rmsd121-opt,24355.532
omegacsd_TAZXAT,rmsd130-opt,25744.221
omegacsd_TAZXAT,rmsd131-opt,25177.023
omegacsd_TAZXAT,rmsd156-opt,25352.036
omegacsd_TAZXAT,rmsd157-opt,25021.592
omegacsd_TAZXAT,rmsd167-opt,25035.177
omegacsd_TAZXAT,rmsd168-opt,24004.798
omegacsd_TEKBIU,rmsd109-opt,27127.026
omegacsd_TEKBIU,rmsd120-opt,27192.476
omegacsd_TEKBIU,rmsd129-opt,26429.63
omegacsd_TEKBIU,rmsd130-opt,27359.473
omegacsd_TEKBIU,rmsd137-opt,27634.738
omegacsd_TEKBIU,rmsd138-opt,27564.332
omegacsd_TEKBIU,rmsd139-opt,27589.264
omegacsd_TEKBIU,rmsd158-opt,27194.354
omegacsd_TEKBIU,rmsd165-opt,25781.626
