omegacsd_FAHXIV,rmsd126-opt.mol,0.00027759908698499203
omegacsd_FAHXIV,rmsd118-opt.mol,5.7363882660865784e-05
omegacsd_FAHXIV,rmsd149-opt.mol,5.047488957643509e-05
omegacsd_FAHXIV,rmsd104-opt.mol,5.174102261662483e-05
omegacsd_FAHXIV,rmsd150-opt.mol,5.013006739318371e-05
omegacsd_FAHXIV,rmsd132-opt.mol,4.80718445032835e-05
omegacsd_FAHXIV,rmsd151-opt.mol,4.828721284866333e-05
omegacsd_FAHXIV,rmsd201-opt.mol,4.966789856553078e-05
omegacsd_FAHXIV,rmsd42-opt.mol,5.077989771962166e-05
omegacsd_FAHXIV,rmsd189-opt.mol,4.7459034249186516e-05
astex_1tow,rmsd103-opt.mol,5.8747828006744385e-05
astex_1tow,rmsd160-opt.mol,4.663784056901932e-05
astex_1tow,rmsd102-opt.mol,4.10410575568676e-05
astex_1tow,rmsd110-opt.mol,5.041598342359066e-05
astex_1tow,rmsd186-opt.mol,5.803583189845085e-05
astex_1tow,rmsd109-opt.mol,5.229003727436066e-05
astex_1tow,rmsd154-opt.mol,4.4599873945117e-05
astex_1tow,rmsd155-opt.mol,4.4825952500104904e-05
astex_1tow,rmsd187-opt.mol,4.8412010073661804e-05
astex_1tow,rmsd158-opt.mol,4.780897870659828e-05
omegacsd_DUMTAG,rmsd124-opt.mol,6.505008786916733e-05
omegacsd_DUMTAG,rmsd100-opt.mol,6.528804078698158e-05
omegacsd_DUMTAG,rmsd110-opt.mol,6.0273101553320885e-05
omegacsd_DUMTAG,rmsd18-opt.mol,5.75031153857708e-05
omegacsd_DUMTAG,rmsd182-opt.mol,6.059999577701092e-05
omegacsd_DUMTAG,rmsd140-opt.mol,6.083399057388306e-05
omegacsd_DUMTAG,rmsd128-opt.mol,5.994108505547047e-05
omegacsd_DUMTAG,rmsd117-opt.mol,5.835504271090031e-05
omegacsd_DUMTAG,rmsd116-opt.mol,5.6860968470573425e-05
omegacsd_DUMTAG,rmsd120-opt.mol,5.8765988796949387e-05
omegacsd_SAVYET,rmsd157-opt.mol,5.116011016070843e-05
omegacsd_SAVYET,rmsd161-opt.mol,4.552491009235382e-05
omegacsd_SAVYET,rmsd169-opt.mol,4.134210757911205e-05
omegacsd_SAVYET,rmsd162-opt.mol,4.042498767375946e-05
omegacsd_SAVYET,rmsd159-opt.mol,3.984500654041767e-05
omegacsd_SAVYET,rmsd200-opt.mol,3.977795131504536e-05
omegacsd_SAVYET,rmsd132-opt.mol,4.27409540861845e-05
omegacsd_SAVYET,rmsd129-opt.mol,4.817778244614601e-05
omegacsd_SAVYET,rmsd116-opt.mol,4.699709825217724e-05
omegacsd_SAVYET,rmsd91-opt.mol,4.7211069613695145e-05
omegacsd_COKBOT,rmsd178-opt.mol,0.00011436897329986095
omegacsd_COKBOT,rmsd60-opt.mol,7.013604044914246e-05
omegacsd_COKBOT,rmsd25-opt.mol,6.399513222277164e-05
omegacsd_COKBOT,rmsd62-opt.mol,5.9838173910975456e-05
omegacsd_COKBOT,rmsd1-opt.mol,5.776179023087025e-05
omegacsd_COKBOT,rmsd22-opt.mol,5.953689105808735e-05
omegacsd_COKBOT,rmsd59-opt.mol,5.5726151913404465e-05
omegacsd_COKBOT,rmsd20-opt.mol,5.976809188723564e-05
omegacsd_COKBOT,rmsd152-opt.mol,6.0764141380786896e-05
omegacsd_COKBOT,rmsd21-opt.mol,6.066588684916496e-05
omegacsd_DEBBER,rmsd168-opt.mol,9.358488023281097e-05
omegacsd_DEBBER,rmsd243-opt.mol,8.667400106787682e-05
omegacsd_DEBBER,rmsd217-opt.mol,8.24399758130312e-05
omegacsd_DEBBER,rmsd170-opt.mol,7.678195834159851e-05
omegacsd_DEBBER,rmsd109-opt.mol,7.56171066313982e-05
omegacsd_DEBBER,rmsd250-opt.mol,7.453910075128078e-05
omegacsd_DEBBER,rmsd111-opt.mol,7.851002737879753e-05
omegacsd_DEBBER,rmsd151-opt.mol,8.588982746005058e-05
omegacsd_DEBBER,rmsd80-opt.mol,7.982389070093632e-05
omegacsd_DEBBER,rmsd199-opt.mol,7.630209438502789e-05
omegapdb_2byi,rmsd229-opt.mol,6.514787673950195e-05
omegapdb_2byi,rmsd78-opt.mol,5.9277983382344246e-05
omegapdb_2byi,rmsd68-opt.mol,4.874099977314472e-05
omegapdb_2byi,rmsd114-opt.mol,4.7350069507956505e-05
omegapdb_2byi,rmsd235-opt.mol,4.597008228302002e-05
omegapdb_2byi,rmsd89-opt.mol,4.518800415098667e-05
omegapdb_2byi,rmsd203-opt.mol,4.529510624706745e-05
omegapdb_2byi,rmsd180-opt.mol,4.6122120693325996e-05
omegapdb_2byi,rmsd129-opt.mol,4.987278953194618e-05
omegapdb_2byi,rmsd164-opt.mol,4.916498437523842e-05
omegacsd_GASPUL,rmsd178-opt.mol,9.05180349946022e-05
omegacsd_GASPUL,rmsd194-opt.mol,7.624411955475807e-05
omegacsd_GASPUL,rmsd184-opt.mol,7.175188511610031e-05
omegacsd_GASPUL,rmsd179-opt.mol,6.617908366024494e-05
omegacsd_GASPUL,rmsd156-opt.mol,6.47630076855421e-05
omegacsd_GASPUL,rmsd155-opt.mol,6.291596218943596e-05
omegacsd_GASPUL,rmsd173-opt.mol,6.665312685072422e-05
omegacsd_GASPUL,rmsd163-opt.mol,7.725204341113567e-05
omegacsd_GASPUL,rmsd176-opt.mol,7.640104740858078e-05
omegacsd_GASPUL,rmsd167-opt.mol,7.637101225554943e-05
omegapdb_1eby,rmsd34-opt.mol,0.0003349680919200182
omegapdb_1eby,rmsd238-opt.mol,0.00018321792595088482
omegapdb_1eby,rmsd12-opt.mol,0.00019066291861236095
omegapdb_1eby,rmsd110-opt.mol,0.0001869050320237875
omegapdb_1eby,rmsd18-opt.mol,0.00019880500622093678
omegapdb_1eby,rmsd149-opt.mol,0.00018883193843066692
omegapdb_1eby,rmsd133-opt.mol,0.00026111816987395287
omegapdb_1eby,rmsd32-opt.mol,0.0003655431792140007
omegapdb_1eby,rmsd30-opt.mol,0.00024480908177793026
omegapdb_1eby,rmsd21-opt.mol,0.00017531588673591614
omegapdb_1hwk,rmsd34-opt.mol,0.00013312301598489285
omegapdb_1hwk,rmsd84-opt.mol,0.0001280629076063633
omegapdb_1hwk,rmsd162-opt.mol,0.00012361188419163227
omegapdb_1hwk,rmsd187-opt.mol,0.0001334270928055048
omegapdb_1hwk,rmsd226-opt.mol,0.00014874781481921673
omegapdb_1hwk,rmsd237-opt.mol,0.00014509889297187328
omegapdb_1hwk,rmsd131-opt.mol,0.00014222203753888607
omegapdb_1hwk,rmsd64-opt.mol,0.0001994750928133726
omegapdb_1hwk,rmsd139-opt.mol,0.0001394080463796854
omegapdb_1hwk,rmsd98-opt.mol,0.00012932578101754189
astex_1n2v,rmsd24-opt.mol,3.2321084290742874e-05
astex_1n2v,rmsd12-opt.mol,2.787006087601185e-05
astex_1n2v,rmsd35-opt.mol,2.7949921786785126e-05
astex_1n2v,rmsd63-opt.mol,2.5719869881868362e-05
astex_1n2v,rmsd36-opt.mol,3.743404522538185e-05
astex_1n2v,rmsd8-opt.mol,8.100387640297413e-05
astex_1n2v,rmsd22-opt.mol,2.876599319279194e-05
astex_1n2v,rmsd59-opt.mol,2.6137102395296097e-05
astex_1n2v,rmsd64-opt.mol,2.584303729236126e-05
astex_1n2v,rmsd65-opt.mol,2.8357142582535744e-05
