mol,geom,seconds
astex_1uou,rmsd65-opt,1276.206
astex_1uou,rmsd66-opt,1277.541
astex_1uou,rmsd67-opt,1280.41
astex_1vcj,rmsd110-opt,4289.87
astex_1vcj,rmsd115-opt,4214.797
astex_1vcj,rmsd13-opt,4262.198
astex_1vcj,rmsd158-opt,4189.677
astex_1vcj,rmsd169-opt,4222.115
astex_1vcj,rmsd176-opt,4214.182
astex_1vcj,rmsd182-opt,4221.38
astex_1vcj,rmsd221-opt,4288.773
astex_1vcj,rmsd65-opt,4224.275
astex_1vcj,rmsd90-opt,4224.442
astex_1y6b,rmsd135-opt,5628.623
astex_1y6b,rmsd175-opt,5650.27
astex_1y6b,rmsd19-opt,5876.079
astex_1y6b,rmsd212-opt,6090.194
astex_1y6b,rmsd33-opt,5601.388
astex_1y6b,rmsd36-opt,5826.501
astex_1y6b,rmsd57-opt,5824.06
astex_1y6b,rmsd61-opt,5936.554
astex_1y6b,rmsd78-opt,5612.581
astex_1y6b,rmsd84-opt,5646.882
astex_1ygc,rmsd10-opt,7907.428
astex_1ygc,rmsd115-opt,7086.031
astex_1ygc,rmsd117-opt,7127.359
astex_1ygc,rmsd124-opt,6946.871
astex_1ygc,rmsd151-opt,6965.423
astex_1ygc,rmsd159-opt,7567.838
astex_1ygc,rmsd203-opt,7815.87
astex_1ygc,rmsd5-opt,7225.164
astex_1ygc,rmsd95-opt,7955.057
astex_1ygc,rmsd97-opt,6963.134
astex_1ywr,rmsd106-opt,6286.707
astex_1ywr,rmsd124-opt,6285.731
astex_1ywr,rmsd129-opt,6298.308
astex_1ywr,rmsd160-opt,6362.396
astex_1ywr,rmsd169-opt,6423.31
astex_1ywr,rmsd16-opt,6443.463
astex_1ywr,rmsd222-opt,6863.972
astex_1ywr,rmsd32-opt,6356.118
astex_1ywr,rmsd59-opt,8100.968
astex_1ywr,rmsd63-opt,6885.989
astex_2bm2,rmsd166-opt,6560.331
astex_2bm2,rmsd183-opt,6567.065
astex_2bm2,rmsd197-opt,6549.483
astex_2bm2,rmsd200-opt,6496.274
