Neutral_jobs/astex_1hvy/rmsd49-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1hvy/rmsd80-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1hwi/rmsd143-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1hwi/rmsd156-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1hwi/rmsd170-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1hwi/rmsd179-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1hwi/rmsd182-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1hwi/rmsd248-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1hwi/rmsd37-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1hwi/rmsd75-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1hwi/rmsd9-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.017 sec
Neutral_jobs/astex_1hwi/rmsd95-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1jje/rmsd117-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1jje/rmsd148-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1jje/rmsd208-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1jje/rmsd214-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1jje/rmsd45-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1jje/rmsd58-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1jje/rmsd79-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1jje/rmsd83-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1jje/rmsd84-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1jje/rmsd90-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1jla/rmsd103-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1jla/rmsd151-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1jla/rmsd180-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1jla/rmsd206-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1jla/rmsd221-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1jla/rmsd238-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1jla/rmsd26-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1jla/rmsd44-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1jla/rmsd47-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1jla/rmsd90-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1k3u/rmsd111-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1k3u/rmsd114-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1k3u/rmsd118-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1k3u/rmsd128-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1k3u/rmsd130-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1k3u/rmsd135-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1k3u/rmsd136-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1k3u/rmsd173-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1k3u/rmsd239-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1k3u/rmsd85-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1ke5/rmsd11-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1ke5/rmsd116-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1ke5/rmsd122-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1ke5/rmsd127-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1ke5/rmsd159-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1ke5/rmsd192-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1ke5/rmsd220-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1ke5/rmsd230-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1ke5/rmsd231-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1ke5/rmsd238-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.017 sec
Neutral_jobs/astex_1kzk/rmsd107-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.017 sec
Neutral_jobs/astex_1kzk/rmsd110-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.017 sec
Neutral_jobs/astex_1kzk/rmsd134-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.017 sec
Neutral_jobs/astex_1kzk/rmsd168-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.017 sec
Neutral_jobs/astex_1kzk/rmsd171-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.017 sec
Neutral_jobs/astex_1kzk/rmsd184-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.020 sec
Neutral_jobs/astex_1kzk/rmsd188-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.018 sec
Neutral_jobs/astex_1kzk/rmsd236-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.017 sec
Neutral_jobs/astex_1kzk/rmsd43-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.018 sec
Neutral_jobs/astex_1kzk/rmsd58-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.018 sec
Neutral_jobs/astex_1l2s/rmsd131-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1l2s/rmsd148-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1l2s/rmsd154-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1l2s/rmsd184-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1l2s/rmsd191-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1l2s/rmsd200-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1l2s/rmsd217-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1l2s/rmsd220-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.012 sec
Neutral_jobs/astex_1l2s/rmsd243-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1l2s/rmsd84-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1lrh/rmsd108-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1lrh/rmsd11-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1lrh/rmsd111-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1lrh/rmsd116-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1lrh/rmsd117-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1lrh/rmsd127-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.012 sec
Neutral_jobs/astex_1lrh/rmsd13-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.012 sec
Neutral_jobs/astex_1lrh/rmsd14-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1lrh/rmsd17-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1lrh/rmsd20-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1m2z/rmsd108-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1m2z/rmsd30-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1m2z/rmsd31-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1m2z/rmsd32-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1m2z/rmsd61-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1m2z/rmsd66-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1m2z/rmsd78-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1m2z/rmsd85-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1m2z/rmsd87-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1m2z/rmsd97-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1meh/rmsd11-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1meh/rmsd148-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1meh/rmsd149-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1meh/rmsd173-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1meh/rmsd18-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1meh/rmsd229-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1meh/rmsd54-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1meh/rmsd75-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1meh/rmsd80-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1meh/rmsd88-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1n2j/rmsd21-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1n2j/rmsd37-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.012 sec
Neutral_jobs/astex_1n2j/rmsd49-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.012 sec
Neutral_jobs/astex_1n2j/rmsd5-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1n2j/rmsd50-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1n2j/rmsd52-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1n2j/rmsd67-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1n2j/rmsd80-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1n2j/rmsd83-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1n2j/rmsd84-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.017 sec
Neutral_jobs/astex_1n2v/rmsd12-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1n2v/rmsd22-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1n2v/rmsd24-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1n2v/rmsd35-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1n2v/rmsd36-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.012 sec
Neutral_jobs/astex_1n2v/rmsd59-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1n2v/rmsd63-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1n2v/rmsd64-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1n2v/rmsd65-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1n2v/rmsd8-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1n46/rmsd101-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1n46/rmsd22-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1n46/rmsd29-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1n46/rmsd3-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1n46/rmsd34-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1n46/rmsd35-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1n46/rmsd37-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.017 sec
Neutral_jobs/astex_1n46/rmsd38-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1n46/rmsd39-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.018 sec
Neutral_jobs/astex_1n46/rmsd87-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1nav/rmsd112-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1nav/rmsd126-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1nav/rmsd128-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1nav/rmsd136-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1nav/rmsd37-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1nav/rmsd64-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1nav/rmsd66-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1nav/rmsd7-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1nav/rmsd84-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1nav/rmsd95-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1of1/rmsd17-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1of1/rmsd19-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1of1/rmsd20-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1of1/rmsd21-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1of1/rmsd22-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1of1/rmsd23-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1of1/rmsd24-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1of1/rmsd25-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1of1/rmsd26-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1of1/rmsd30-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1opk/rmsd205-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.041 sec
Neutral_jobs/astex_1opk/rmsd60-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.020 sec
Neutral_jobs/astex_1opk/rmsd61-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.018 sec
Neutral_jobs/astex_1opk/rmsd62-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1opk/rmsd71-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.018 sec
Neutral_jobs/astex_1opk/rmsd72-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1opk/rmsd95-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.018 sec
Neutral_jobs/astex_1opk/rmsd96-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1opk/rmsd97-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1opk/rmsd99-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.018 sec
Neutral_jobs/astex_1p62/rmsd15-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1p62/rmsd16-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1p62/rmsd17-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1p62/rmsd3-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1p62/rmsd31-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1p62/rmsd32-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1p62/rmsd33-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1p62/rmsd4-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1p62/rmsd6-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1p62/rmsd9-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1q41/rmsd1-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.017 sec
Neutral_jobs/astex_1q4g/rmsd103-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1q4g/rmsd105-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.017 sec
Neutral_jobs/astex_1q4g/rmsd107-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1q4g/rmsd108-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1q4g/rmsd127-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1q4g/rmsd130-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1q4g/rmsd143-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1q4g/rmsd89-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1q4g/rmsd92-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1q4g/rmsd98-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1r55/rmsd113-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1r55/rmsd135-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1r55/rmsd140-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1r55/rmsd147-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1r55/rmsd175-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.018 sec
Neutral_jobs/astex_1r55/rmsd200-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1r55/rmsd218-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1r55/rmsd223-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1r55/rmsd235-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1r55/rmsd64-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1r58/rmsd110-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1r58/rmsd125-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1r58/rmsd210-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1r58/rmsd28-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1r58/rmsd49-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1r58/rmsd72-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1r58/rmsd73-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1r58/rmsd75-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1r58/rmsd80-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1r58/rmsd94-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1r9o/rmsd10-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1r9o/rmsd101-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1r9o/rmsd102-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.027 sec
Neutral_jobs/astex_1r9o/rmsd120-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1r9o/rmsd155-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1r9o/rmsd156-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1r9o/rmsd159-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1r9o/rmsd160-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1r9o/rmsd161-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1r9o/rmsd162-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1sg0/rmsd1-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1sg0/rmsd11-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.012 sec
Neutral_jobs/astex_1sg0/rmsd12-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1sg0/rmsd13-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1sg0/rmsd14-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1sg0/rmsd15-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1sg0/rmsd3-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1sg0/rmsd6-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1sg0/rmsd8-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1sg0/rmsd9-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1sq5/rmsd116-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1sq5/rmsd133-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1sq5/rmsd139-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1sq5/rmsd175-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.012 sec
Neutral_jobs/astex_1sq5/rmsd190-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1sq5/rmsd202-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1sq5/rmsd205-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1sq5/rmsd246-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1sq5/rmsd49-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1sq5/rmsd79-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1t40/rmsd153-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1t40/rmsd165-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1t40/rmsd186-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.016 sec
Neutral_jobs/astex_1t40/rmsd230-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.015 sec
Neutral_jobs/astex_1t40/rmsd239-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1t40/rmsd242-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1t40/rmsd42-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1t40/rmsd48-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
Neutral_jobs/astex_1t40/rmsd78-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.013 sec
Neutral_jobs/astex_1t40/rmsd82-opt.xyz * wall-time:     0 d,  0 h,  0 min,  0.014 sec
