name, len, mare, rsq, spearman, slope, intercept
astex_1g9v,10,11.121177368502321,0.6554078207236697,-0.6,-15.6076014151487,6299.613750272911
astex_1gkc,10,11.974185055463648,0.05459357895307499,0.1,-0.39965397997047114,4926.888560608852
astex_1gm8,10,0.6157383791727199,0.011931171355972488,0.0,0.20897410040087439,4384.866515670548
astex_1hnn,8,0.865408626072958,0.37209956687307744,0.5,7.134501534375323,2815.004830404635
astex_1hp0,10,7.198807009582856,0.08749500104660567,0.3,1.6115715848852576,3139.2065350943712
astex_1hq2,10,1.9352816777858095,0.9540586830717851,0.7,2.533117955768873,2181.2504410002075
astex_1hvy,10,4.654081742458925,0.5236019594596242,-0.6,-2.187193208479601,5935.761396758368
astex_1hwi,10,4.079315850708856,0.26437910769628403,-0.5,-0.27498243293327923,6062.233756028481
astex_1ia1,10,2.6992069720687253,0.8664982754893823,-0.9,-0.942408891663455,3353.624373145775
astex_1ig3,10,4.2007794858065095,0.3060761605673634,-0.9,-0.33166898105745724,3456.0429043975114
astex_1j3j,10,1.6988319327832528,0.724124924097995,0.7,4.427905775730741,3348.7670980049334
astex_1jd0,10,0.5133755497789252,0.4246644819155303,0.5,2.8979961153745806,1216.2664336343003
astex_1jje,10,25.398980468743254,0.23304631655017713,-0.5,-0.029776314976615134,4767.442231109356
astex_1jla,10,1.301919045733848,0.03566796964033051,0.1,1.536892877115096,5588.329435711563
astex_1k3u,10,6.415335768638596,0.006344947018847881,0.5,0.4430160435116957,3844.5390427079315
astex_1ke5,10,0.8287056373636705,0.2908326643247729,-0.5,-1.3331935125976386,4116.8231931235205
astex_1kzk,10,226.23416314456563,0.006055759470596878,-0.1,-0.009662104977313016,8343.58320425656
astex_1l2s,10,3.540827952002181,0.6053841506888048,-0.6,-0.5110877407429437,2838.892200847055
astex_1l7f,10,1.7823531166716482,0.05313872307883809,0.5,0.05786722372276509,4963.567628489866
astex_1lrh,10,0.4191188617649374,0.24161288687365737,-0.7,-1.2123771569003092,2798.3040722291967
astex_1m2z,10,173.32157050310144,0.26915606765721606,0.7,0.006910801725692698,5901.968755877135
astex_1meh,10,2.951856958332178,0.013211504445506039,0.0,0.5967443986055151,4553.682104449079
astex_1mmv,10,3.508526511098739,0.9008057888468857,0.6,2.8603796617074364,3388.2426966848134
astex_1n1m,10,3.3402251063288526,0.002948138759565046,-0.5,0.013345304190880604,2814.400162400251
astex_1n2j,10,5.706199123543614,0.3872783277212597,0.6,1.4600411536736702,2080.3228945817523
astex_1n2v,10,2.706400527369948,0.508684614074617,-0.2,-9.827222468268397,3411.252594748055
astex_1n46,10,3.052273148810238,0.06216509020456952,0.2,1.083595005314781,5130.137994736691
astex_1nav,10,4.429314976291056,0.019615448509430238,0.4,0.5282641543822163,4151.734805049756
astex_1of1,10,1.4333242647352065,0.3142682686128076,-0.1,-1.081497437611103,3499.104614700313
astex_1of6,10,0.9872295594031613,0.10935424978692518,-0.1,-3.5973180063056036,2562.920908453108
astex_1oq5,8,4.685921529878887,0.9648139186286679,1.0,2.050553967708996,3985.199363897684
astex_1owe,10,1.7464929287106543,0.916148150338467,-0.9,-2.0830550700686095,4228.387301764904
astex_1p2y,10,1.1683409354061993,0.5312147834265912,0.9,0.9968281475395196,2560.7116642208266
astex_1p62,10,6.988789493614729,0.9533917323130445,0.3,2.392165313392337,2934.288486070338
astex_1q1g,10,5.832662282705769,0.49071602551771004,-0.3,-0.7073635079479769,3754.2768131865605
astex_1q4g,10,0.7837640845376868,0.6392441590426772,-0.8,-10.051073627413473,3945.2235071460773
astex_1r55,10,5.229531951972545,0.0060878105531432525,0.1,-0.11229636518821258,5044.7229337263425
astex_1r58,10,348.8091467931902,0.7303293763108103,0.1,0.07318583487460448,4471.711874978599
astex_1r9o,10,0.3818012694426301,0.19787030992557203,-0.5,-13.071775413660507,4155.129799206575
astex_1sg0,10,4.635272141476779,0.0525768601639361,-0.4,-6.7146728407499925,3324.030963579282
astex_1sq5,10,6.312668763243077,0.07044539951218709,0.3,0.7038329039820426,3126.07786133941
astex_1t40,10,1.3893596086767797,0.25608312131879757,-0.5,-0.20587527201785716,4285.465640564629
