name, len, mare, rsq, spearman, slope, intercept
astex_1g9v,44,3.0446391685,0.093112632642,-0.1,-1.77291613257,5292.78928115
astex_1gkc,50,7.79927369293,0.178357009405,-0.6,-0.551889989684,4938.86225306
astex_1gm8,32,0.682650945008,0.0508973182263,0.2,-0.23719301275,4425.8086316
astex_1hnn,24,0.488966693498,0.28695839374,-0.5,-2.48032897142,2437.68758398
astex_1hp0,32,2.04332869681,0.381639362811,-0.1,-0.474577610726,3504.37284346
astex_1hq2,32,1.65587827779,0.893688950169,0.6,2.21838937052,2206.5341148
astex_1hvy,34,8.64520508968,0.0461558182032,0.1,1.11877348407,5775.38453746
astex_1hwi,44,3.97758451738,0.653030718581,-1.0,-0.549490336434,6067.33963887
astex_1ia1,32,1.50512477207,0.605163729784,-0.6,-0.513806150367,3373.55916352
astex_1ig3,34,4.17147648581,0.715699688718,-0.9,-0.49656329502,3482.51647997
astex_1j3j,30,0.467911354803,0.261948641672,-0.6,-1.07020327263,3079.9771863
astex_1jd0,36,0.157850749779,0.111155393213,0.4,0.821242714007,1565.49569263
astex_1jje,40,866.045625283,0.834559285812,0.3,0.00164927776789,4767.03123915
astex_1jla,50,1.13643528279,0.870840640883,-0.9,-6.52258107253,5362.40648246
astex_1k3u,36,4.50657512241,0.0138291359734,-0.1,-0.371666875939,3843.51151947
astex_1ke5,42,0.848471837364,0.0523699201575,-0.5,-0.639951615851,4122.34291076
astex_1kzk,48,221.889434745,0.314225517162,0.9,0.0827651770683,8312.2639403
astex_1l2s,40,2.21528318798,0.0247726773671,-0.5,-0.0268103306202,2865.12194071
astex_1l7f,34,1.62208983369,0.00351238181396,0.5,-0.0303423476148,4946.39668882
astex_1lrh,40,0.610691483714,0.5738903633,-0.6,-2.93632886364,2857.44026389
astex_1m2z,42,175.075251783,0.722850492301,-0.8,-0.00652357236341,5906.39545682
astex_1meh,46,1.60049485863,0.00999891492081,0.2,0.280039410357,4563.18575292
astex_1mmv,38,0.554202255955,0.822404504946,1.0,1.18494726656,3228.12878926
astex_1n1m,30,16.1833981548,0.998508183186,1.0,6.07084336619,2611.18082017
astex_1n2j,34,4.99482772354,0.653321458355,1.0,1.88050287065,2070.30734316
astex_1n2v,32,4.04254632737,0.00490451943522,-0.2,-0.772149186655,2843.54832093
astex_1n46,36,0.442957792336,0.232631788515,0.9,0.641922649888,5163.75948152
astex_1nav,46,2.42752397629,0.0228003918882,0.4,0.349050689128,4164.70009039
astex_1of1,34,1.63987889385,9.65747184421e-05,0.0,-0.0190551588366,3516.62447275
astex_1of6,34,0.444442947179,0.0263696461756,0.0,-0.992049392045,2481.77782719
astex_1oq5,24,4.08101486321,0.979565853838,1.0,1.93904069933,4002.7493197
astex_1owe,32,1.35628471326,0.0425942770928,-0.5,-0.0494706830347,4164.56926382
astex_1p2y,30,2.662656778,0.311446720691,-0.4,-0.369813545762,2602.82836037
astex_1p62,32,3.43004269361,0.974919419383,0.6,1.79344915097,2941.03656646
astex_1q1g,34,7.70916328271,0.652116206905,-0.1,-0.408795089774,3692.97988452
astex_1q4g,32,0.157693761256,0.162854972761,0.7,1.39737879632,3426.76459879
astex_1r55,40,6.88640366868,0.194928885215,-0.3,-0.804802004957,5087.11669364
astex_1r58,40,358.888433393,0.487239621567,0.0,0.0460507887572,4463.95850291
astex_1r9o,40,0.605452069443,0.0715846597619,-0.5,-6.59102127659,3828.30442577
astex_1sg0,30,2.58928654148,0.0576950240203,-0.4,-3.93981808017,3301.26406799
astex_1sq5,32,2.95700168292,0.543253818109,0.9,1.08317965523,3127.79760692
astex_1t40,42,4.32357194201,0.410850495063,-0.5,-1.29567266413,4358.47147593
astex_1t9b,32,302.325188592,0.00987607788986,0.5,0.000809837003394,3633.99825639
astex_1tow,46,0.247157723661,0.434876077152,0.5,1.16758570913,3800.90762609
astex_1tz8,50,1.06162458118,0.0788174480248,0.7,3.32099331541,4221.01096592
astex_1u1c,48,0.583055865174,0.603145684052,-0.7,-2.18566631937,3751.97463309
astex_1uml,32,14.0765607435,0.00560971710683,0.1,0.244855871162,6510.52529698
astex_1unl,50,6.37010553924,0.584166122788,-0.5,-0.675935720956,5516.8085848
astex_1v0p,42,2.24186806873,0.527425385918,0.9,2.39714655829,5326.43561737
astex_1v48,42,157.778764215,0.827226519827,0.6,0.0715692820729,3649.80173724
astex_1v4s,42,1.49278099718,0.437465538432,-0.6,-4.66014171115,3877.25593072
astex_1w2g,32,7.30833139797,0.959013619036,-0.9,-0.468383751659,3159.49006934
astex_1xm6,44,3.02370970961,0.573317567899,0.3,2.66910490806,3842.73710142
astex_1xoq,36,7.53875914891,0.720057669198,1.0,1.31901251302,4089.78875504
astex_1xoz,30,0.9953253542,0.415907997262,-0.8,-3.0115985838,5729.30446058
astex_1yqy,34,0.681806166115,0.228809847405,-0.2,-1.73005328945,4241.08273136
astex_1yvf,36,5.39675068531,0.526297224624,-0.8,-2.71911389693,5282.52763099
astex_1z95,50,2.43252773342,0.531825186355,-0.7,-0.457628953468,4709.7248678
astex_2br1,44,0.518723638001,0.589870770266,0.4,1.21478777625,5260.41066834
astex_2bsm,38,0.443704291532,0.00194882075289,-0.4,0.0434367152684,4891.28120683
omegacsd_ABHYTZ,48,1.34602465325,0.0360394122735,-0.1,-0.329271251638,2816.65495396
omegacsd_ABIMAZ,46,0.211046790447,0.193899260046,0.3,0.8272458667,2781.66636162
omegacsd_ABSBPP,40,372.588289993,0.632732041452,0.9,0.00581034950622,5729.41145764
omegacsd_ABVPRO,42,0.417052860907,0.459267817512,0.6,1.580561772,4509.31657576
omegacsd_ABXBPC,32,2.49667771678,0.610079293602,-0.5,-1.08284688844,4682.03191833
omegacsd_ABZNPS,34,0.479185222271,0.176789172693,0.3,0.497733951659,3889.09354153
omegacsd_ACENHT,50,1.11426416846,0.127584386291,-0.3,0.14404876769,3755.78653466
omegacsd_ACPIXZ,36,0.911935099266,0.00704661783341,-0.1,0.230579981671,4503.26058622
omegacsd_ACTHBZ,38,1.16737750123,0.355080276099,-0.9,-0.287590909306,4330.290307
omegacsd_ADPRTR,32,3.51542854033,0.272933905706,-0.6,-0.552963958201,4966.71281891
omegacsd_AMOCMS10,42,93.2646995147,0.72405433685,-0.5,-0.010453083191,3800.10957902
omegacsd_AMPDAM,32,285.830246748,0.218855747545,-0.3,-0.000346507495962,2856.84400968
omegacsd_ANOPPS,34,4.79209459413,0.999791186744,-1.0,-1.2884943203,3924.57972566
omegacsd_ANTZOA,38,0.13336642701,0.0843542147492,0.6,0.469482105999,4111.61474804
omegacsd_ANTZOB,50,0.293608628459,0.0106917467618,-0.1,0.211842602228,5038.04914975
omegacsd_AOPCHY,46,0.905520773055,0.306386440889,0.6,6.56748458909,5059.56080661
omegacsd_APRTAM,40,3.62991885462,0.0990638381274,0.7,0.294971054872,4484.5528267
omegacsd_AURMIN,32,0.492239391995,0.147352370972,0.0,-0.922462099105,4330.06912837
omegacsd_AZLNPR,38,25.059997579,0.0583500293023,0.3,-0.00562307320867,3893.3722944
omegacsd_BAFJEX10,44,3.71215854326,0.170597321946,-0.3,-0.0895878637339,4075.78837083
omegacsd_BAFREF,50,1.88382137474,0.131276721504,-0.3,-2.11441245253,2879.91536679
omegacsd_BAFYOW,48,2.28411473896,0.254122610062,0.5,3.78109027135,4045.46316462
omegacsd_BAJZOB10,48,876.246904435,0.623997965675,0.9,0.00358371070811,5580.24404087
omegacsd_BATROD,46,0.127796669507,0.552250655649,0.7,0.926026062558,3127.38834221
omegacsd_BATXID,46,0.494004326699,0.349883004635,0.7,7.41839905358,4008.26045429
omegacsd_BAXOZO,48,0.621089313816,0.182682637825,-0.4,-1.56212139579,3066.79132129
omegacsd_BBSPRT10,40,1.1572374593,0.803168811273,-1.0,-0.497153000514,2428.29248381
omegacsd_BEDLUR,38,1.97053500045,0.629630163666,-0.8,-3.83881953391,3901.50392361
omegacsd_BEHHOL10,32,0.53691743282,0.23340931358,0.4,0.252383453678,4928.56001114
omegacsd_BEKDIE,48,0.830527164333,0.817998419957,0.9,1.43929972366,3691.28327798
omegacsd_BELWOE,34,0.165957177318,0.241002958549,0.3,0.977870108787,3078.94575817
omegacsd_BENPRL,36,635.766662682,0.850340272126,1.0,0.00447497010221,5616.0403893
omegacsd_BESCEH,50,0.945443710559,0.387851128789,-0.8,-0.295511692606,5035.21496169
omegacsd_BETFAH,36,0.265723985196,0.20284676527,0.1,1.06129935412,2975.94433478
omegacsd_BEWLIY10,46,0.562236638629,0.0784252366764,-0.2,-0.130881785028,3688.85395937
omegacsd_BEWLOE10,36,0.0554600250635,0.194277441973,0.0,0.393310237341,3410.54786324
omegacsd_BEXVOP,38,0.718977085412,0.027659975113,-0.2,-0.929144972481,4205.89252854
omegacsd_BHMPET,48,1.45870708221,0.0995077741021,0.2,0.967459336402,3981.76064389
omegacsd_BIBHID,36,1.07758892101,0.414349239851,-0.7,-0.561724753487,4551.47755508
omegacsd_BIBSEK,38,1.32004691336,0.0882973636161,0.3,0.589279329107,5158.58566017
omegacsd_BSBTHP,48,0.429465378328,0.549472132558,0.7,2.213301478,2720.47325981
omegacsd_BTHYDX,44,1.23066972946,0.496236581003,0.5,3.4301829565,3242.91367435
omegacsd_BUDCUY,48,0.268083983833,0.981337670298,1.0,1.4467146992,4497.2869126
omegacsd_BUFXOP,44,0.718745765526,0.12461096354,0.6,0.437066651571,4737.77367545
omegacsd_BUHNIB,36,0.837650039838,0.439815058529,-0.6,-8.07103381054,6581.58246662
omegacsd_BUNFUL,34,1.43634323416,0.293425688724,-0.2,-0.733426691909,3684.4273408
omegacsd_BUSNIM,32,3.17886701195,0.496911169238,-0.8,-0.761762278292,3721.17189027
omegacsd_BUTDID,36,0.523299693225,0.00391824290684,0.2,0.0362343823055,3140.53052932
omegacsd_BUVYIA,40,245.117030843,0.062289737767,-0.6,0.00435289340832,4133.45969485
omegacsd_BUYZIE,32,6.24368018795,0.992725679835,0.7,1.91468054729,4720.58664963
omegacsd_BZAPCX10,50,0.367003903609,0.358542300459,0.3,1.04913403812,3346.0690453
omegacsd_BZAPUC20,42,0.701496040673,0.7905382338,0.7,1.66463504251,3236.7105333
omegacsd_CABCUD,50,1.55000545833,0.285822718801,0.0,-0.563123202076,4138.91312799
omegacsd_CAFGIZ,36,0.243110407627,0.140082033052,0.3,0.36183861807,4217.65982048
omegacsd_CAGXEN,36,0.798038681614,0.910401315061,0.6,2.61437892492,3106.0730352
omegacsd_CALLEG,46,2.19330636494,0.591266670253,-0.7,-1.09530136859,3438.66523388
omegacsd_CANPUC,34,1.01878893423,0.103790949903,-0.1,-0.41935055202,4344.37827302
omegacsd_CARNID,32,0.349509144578,0.49544464976,0.7,1.52465218153,2738.32203464
omegacsd_CATXIE,38,1.32945598116,0.725805159932,-0.6,-2.32033640731,4546.85314268
omegacsd_CAVNUI,48,1.82462331803,0.102520294244,0.1,-0.152462871937,3697.23832531
omegacsd_CBSTHP,32,104.381840756,0.842628914183,-0.9,-0.00649351656964,2689.48652425
omegacsd_CBZHYX,30,0.668117550853,0.497109286778,0.4,0.401145179856,3193.97277185
omegacsd_CEJTIU,32,0.322510534652,0.109598145357,0.1,0.453915179705,4443.88930669
omegacsd_CEKNOV,32,2.08354328423,0.742676821052,0.7,13.6283777234,3073.24226749
omegacsd_CELDEC,38,0.174542821767,0.757331811211,0.5,2.12628237506,3323.3925485
omegacsd_CELXOG,34,0.142834846599,0.353252320771,0.6,0.327752908448,4221.96304619
omegacsd_CENNIS,40,0.368026926746,0.635378572467,0.3,0.80546806639,3308.8789002
omegacsd_CETZOQ,40,6.08445747572,0.972201317391,1.0,0.147968742003,5066.21077264
omegacsd_CEVTUS,36,0.796698050359,0.0044814732835,-0.3,-0.284317873932,4519.25590449
omegacsd_CEWFUF,34,2.7613671145,0.299822799358,0.3,6.19751254334,3170.82914113
omegacsd_CFBPBI,44,1.28418356528,0.920897869805,0.9,0.797509303182,5563.91441519
omegacsd_CIBPEI,36,0.540023026107,0.232644040827,0.5,1.70122373863,4059.28437756
omegacsd_CIBPOS,32,0.581659444757,0.150154773762,-0.1,1.33385456383,3438.47441968
omegacsd_CIDSIR,38,3.03095218646,0.167618216391,0.3,0.914095468428,4658.84815824
omegacsd_CIHFAA,38,0.313616943997,0.28539485164,0.7,1.1420694886,4377.67345456
omegacsd_CIHJAE,34,0.999472692958,0.00021958515387,0.1,-0.0270320902881,5320.03519162
omegacsd_CIJFEG,32,2.488762448,0.769090074264,-0.6,-1.19580320656,4970.90798744
omegacsd_CIJVAS,50,205.127996109,0.694791936813,-0.7,-0.0199489587648,5458.03584529
omegacsd_CIPXEE,46,0.270634968985,0.242456733992,-0.5,-0.900989855704,4138.42890722
omegacsd_CIXFIY,50,0.154911401782,0.592995666591,-0.9,-0.658559444943,4117.7152415
omegacsd_CIXTOS,30,2.07122062153,0.473395428261,0.7,0.666743956808,3857.85871584
omegacsd_CLPHAC,48,0.574289999358,0.286120388379,0.7,1.15833269301,3056.31494276
omegacsd_CLPNXA,42,6.04976767404,0.43914978511,-0.9,-0.624747050375,5565.70107937
omegacsd_CLPSAM,36,0.586030184311,0.0292844578563,0.1,-0.251727444546,3068.85695777
omegacsd_CLPTBU,50,0.92850256178,0.409936890931,-0.6,-1.43436976898,3447.12639426
omegacsd_CMANPQ,44,1.28368402284,0.761478895341,-0.9,-1.55212707026,5124.64412465
omegacsd_CMAPTX,36,1.54599553602,0.66622141319,-0.6,-3.29897747288,4451.64595261
omegacsd_CMPEPI,36,0.374690942744,0.395693401198,-0.7,-0.912472882955,3540.59725179
omegacsd_CMSMOC,36,5.80067250936,0.933492112218,-0.9,-0.712131505017,3621.45301792
omegacsd_CMXPMB,32,1.25720495785,0.0854047967528,-0.6,-1.77892732827,4452.15441903
omegacsd_CMXPYO,40,1.28911477496,0.0414616271364,-0.3,-0.860626011073,5160.89399125
omegacsd_CNBPCT,50,2.49335936736,0.962468393704,1.0,1.42363938307,4953.15925547
omegacsd_CNINDO,36,0.112343277976,0.843158127804,0.6,1.84649858716,4492.87098446
omegacsd_COCHOL,36,1.57176985713,0.00692753381819,-0.1,-0.176478376118,7604.08540872
omegacsd_CODYUP10,50,0.620705112052,0.564857671277,-0.9,-0.647156046834,3661.71862178
omegacsd_COFHIO10,50,1.72817083813,0.358007969253,0.4,3.0043510096,2987.11072998
omegacsd_COKBOT,38,0.342553628879,0.870933505769,0.2,1.21376564288,5326.63289188
omegacsd_COKSUQ,50,6.79190833961,0.191153218127,0.2,2.62214845167,4843.30121021
omegacsd_COKTAX,50,0.838994360219,0.173754461498,0.3,1.56390539646,5113.68774416
omegacsd_COTXUE,50,8.55379530165,0.620686388775,-0.9,-0.626129889192,4666.89806755
omegacsd_COVXIU,32,1.40945164753,0.645528228429,-0.9,-1.9833796596,3576.9835631
omegacsd_COYHUT10,42,0.601222673418,0.924602766711,0.7,0.715373290853,5283.94684058
omegacsd_COYPIP,38,0.806837795493,0.696096050524,0.9,2.19226552307,3519.08805919
omegacsd_COYTOZ,44,2.45488426872,0.00374871016839,0.0,0.134834700117,4591.81518447
omegacsd_COYVIV,48,0.790619365628,0.00841852368807,-0.2,-0.504682869773,2690.54631881
omegacsd_COZFOM,44,2.67702961652,0.943328800117,-0.9,-5.19734198303,6285.5664416
omegacsd_CPIPLA,42,0.305590155336,0.0300424686575,-0.6,-0.103853562276,4255.31082323
omegacsd_CPPHAM,42,0.343947318069,0.866936311985,-0.9,-0.946408383469,3326.7868019
omegacsd_CPQZOL,42,0.337456047589,0.0288801619979,0.1,0.22925283205,4538.59871169
omegacsd_CPYPTZ,44,0.990936644094,0.997161391466,0.7,1.05854824433,4357.29512924
omegacsd_CUHNEY10,44,1.12727291997,0.00040432905001,-0.3,-0.0354960130439,4718.00688291
omegacsd_CUJSAB,48,1.30382881802,0.306900546101,0.3,2.54970583962,2808.96538244
omegacsd_CUNTIO,34,0.457948495836,0.00277114806468,-0.3,-0.0945972988538,4630.08821871
omegacsd_CUSLUX,50,280.9878906,0.959861182572,-0.7,-0.0178339665163,4138.13948199
omegacsd_CUWRIV,38,331.415251692,0.581602452931,0.7,0.00323917543064,5323.61340798
omegacsd_CYCLIZ10,34,0.686604853822,0.878986132556,-1.0,-0.993645608182,4524.42812314
omegacsd_DABGUI,50,0.647982616066,0.355437115822,-0.7,-0.890777910985,3591.06519828
omegacsd_DADDUH,40,0.153605931059,0.366469983062,0.6,0.795661623184,3492.91582396
omegacsd_DAFTOT,42,5.0111406042,0.160860932713,0.1,0.757310654651,4490.85213955
omegacsd_DAFVUB,40,7.4781764644,0.866508101296,-0.6,-0.852647117769,6114.37454686
omegacsd_DAHNIJ,36,1.20733483569,0.573698708452,0.5,1.85626934221,3409.36352604
omegacsd_DAKGEB,42,0.793754386918,0.729283733904,-0.9,-1.11999922982,4784.884777
omegacsd_DANNEL,42,1.02429631749,0.567238211453,-0.7,-2.92827120716,4596.40616161
omegacsd_DAWRAU,42,0.494242633342,0.555380267678,-0.8,-1.23672542344,3301.51628435
omegacsd_DCTXAN,38,0.855586349507,0.431965869761,0.5,0.503628745608,3196.90145803
omegacsd_DEBBOB,50,0.606287715487,0.331763149329,-0.6,-0.221907044475,5143.84974253
omegacsd_DEBFAR,30,1.09956920652,0.807864812955,-0.8,-1.23736799072,4120.57435544
omegacsd_DECZIU,36,0.740111040677,0.00168649165216,0.1,-0.139514622759,3365.71391729
omegacsd_DENBUT,38,2.80608887961,0.341968216206,-0.8,-5.33942164271,4204.01010594
omegacsd_DENDAC,46,1.10262401814,0.180740835195,0.3,1.18636637388,3768.52029172
omegacsd_DERZAB,34,1.47742851618,0.00647822465146,0.2,0.106057740963,3368.74499557
omegacsd_DIAVER,46,0.25266665865,0.330352239801,0.6,1.17705878,3501.40572577
omegacsd_DIGSIV,48,0.674068780025,0.0189985180519,0.6,0.265879968659,4352.93794674
omegacsd_DIPJAN10,34,1.96797558787,0.00215672139885,0.2,-0.106084928093,4881.76411564
omegacsd_DISHOC,40,1.09391081868,0.856393831068,0.3,0.741157195643,3953.41175118
omegacsd_DIWPUU,32,0.644553693239,0.333879897291,-0.7,-1.59297973582,5434.69068206
omegacsd_DIWWUB,34,0.361939425342,0.354397173596,-0.5,-1.85061824962,4056.1944038
omegacsd_DIZREJ,32,0.927121497634,0.249168425315,-0.1,-0.423298196958,4241.37282045
omegacsd_DIZWAK,34,0.448947762506,0.618774465695,-0.5,-1.35835027573,3645.53033252
omegacsd_DOHREX,38,0.723657024741,0.0363666067376,0.0,-0.285861447346,4675.8889939
omegacsd_DOLJIX,36,0.973617588946,0.0908070102343,0.3,-2.16222428784,3815.55981601
omegacsd_DOPXIP,30,2.111687892,0.449192784674,0.5,1.98432205766,5645.89692989
omegacsd_DOTFEX,36,0.929500775637,0.503816698036,0.6,0.397769733653,3864.94307317
omegacsd_DOXANN,38,0.597961579802,0.6765408036,-0.9,-1.09492490466,3924.41295877
omegacsd_DUDNUL,44,0.773202450227,0.319736833141,0.0,-0.560058924215,3887.60670871
omegacsd_DUDPAT,42,0.651037202101,0.107707564775,-0.5,-0.199902995569,3905.0927648
omegacsd_DUHSUU,40,0.797269307251,0.79366368894,-0.9,-2.18009921732,4052.91083303
