method1, method2, mean mare, median mare, sem mare, std mare, low ci mare, high ci mare, mean rsq, med rsq, sem rsq, std rsq, low ci rsq, high ci rsq, mean spearman, med spearman, sem spearman, std spearman, low ci spearman, high ci spearman,mean time,med time,sem time,std time,low ci time,high ci time
dlpno,ani1x,0.719305676223861,0.449385327606433,0.049024641559505,0.865947821621976,0.073496443668546,0.085223747968348,0.544356214963006,0.594265978925288,0.018486603724468,0.32653852665014,0.077394774450748,0.069279355314227,0.534459811077301,0.654433211476029,0.02359190593856,0.416716143260519,0.080273066220097,0.064252298879055,1.51140328184716,1.461445721,0.002629715917531,0.145183183941825,0.0045022563875,0.0037679383875
dlpno,ani1cc,0.65868893613589,0.438784857776864,0.040715614602344,0.719181143386929,0.08202933957673,0.083970408442574,0.560399604297899,0.638277918953051,0.018630460577311,0.329079545296718,0.066794880954272,0.065639796961251,0.557227773050936,0.713427896983352,0.023411508827786,0.413529694973852,0.077064260619716,0.059660265678787,1.49067750163923,1.447964385,0.002060808032187,0.11377452203534,0.0031000795,0.003696433025
dlpno,ani2,0.7639069858109,0.410246786253538,0.035591212564486,0.89616383384278,0.048205255144811,0.073939885350387,0.560277960599933,0.619705387063019,0.012783492072638,0.321880105797401,0.058490844382606,0.059661328899965,0.556013214210131,0.684848484848485,0.015909595092315,0.400593368573277,0.042424242424243,0.03030303030303,3.52279748335488,3.44870922103291,0.008415004452555,0.661260880521473,0.006142808997538,0.005281794149778
dlpno,ani1x-d3,0.666897679725456,0.450300572375591,0.044446767663202,0.782566098338711,0.07175968666802,0.067164536822156,0.570975651545838,0.629562296806094,0.018298816492002,0.322183910759786,0.05841475283067,0.078333158436265,0.567501844350719,0.709090909090909,0.023095568744268,0.406639449196174,0.060606060606061,0.036363636363636,1.5268152201876,1.477499751,0.00263038698914,0.14522023292956,0.004608301999999,0.003339412200001
dlpno,ani1x-d4,0.776707212096465,0.45086532760688,0.054312718694626,0.95935388702214,0.067287638020422,0.109073953260395,0.531769386957495,0.573609993224163,0.018888892330155,0.333644360179478,0.093945037728244,0.091888808472288,0.504140412541724,0.624242424242424,0.024406692043775,0.431108135337457,0.066666666666667,0.084848484848485,1.5268152201876,1.477499751,0.00263038698914,0.14522023292956,0.0044142487375,0.003682965600001
dlpno,ani2-d3,0.708306296626935,0.412540556417321,0.031932072856503,0.802124517598175,0.054776318627852,0.060820398022111,0.580506825389192,0.65524176267844,0.012680626332828,0.318533698885467,0.046303998973513,0.048285839035451,0.57330093429777,0.704545454545455,0.015875320016349,0.398783488533764,0.037878787878788,0.028787878787879,3.53836516470203,3.46449292398663,0.008414706544965,0.661237470594987,0.005275433487224,0.005324561998249
dlpno,ani2-d4,0.818630325824072,0.429071951329024,0.038643871967818,0.973027833610973,0.059090039237935,0.085307899517852,0.541924522867032,0.596053970859435,0.013026547766697,0.328000091797593,0.055374929182052,0.062793879149183,0.532225176398405,0.660606060606061,0.016510802463501,0.41573138337737,0.036363636363636,0.036363636363636,3.53836516470203,3.46449292398663,0.008414706544965,0.661237470594987,0.005253784567583,0.005470620008081
